,id;year;hour;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;count
1777,2552;2012;12;2;0;1;1;24.6;31.06;33;23.9994;244
1778,2553;2011;15;1;0;0;1;10.66;12.12;38;16.9979;113
1779,2555;2012;11;3;0;0;1;29.52;33.335;51;0;536
1780,2556;2011;17;1;0;1;2;10.66;13.635;56;8.9981;205
1781,2557;2012;9;2;0;1;1;25.42;30.305;61;15.0013;357
1782,2558;2011;21;3;0;1;2;22.96;26.515;68;11.0014;200
1783,2559;2012;14;2;0;1;1;22.96;26.515;28;36.9974;218
1784,2561;2012;1;1;0;1;2;12.3;16.665;70;0;5
1785,2563;2011;20;4;0;1;1;18.04;21.97;77;0;219
1786,2564;2011;5;4;0;1;1;16.4;20.455;82;8.9981;27
1787,2565;2012;4;3;0;1;1;26.24;28.79;89;8.9981;7
1788,2566;2012;23;3;0;1;1;29.52;34.09;70;8.9981;136
1789,2567;2011;8;4;0;1;3;13.94;15.15;61;19.9995;355
1790,2568;2011;1;4;0;0;1;10.66;12.88;65;12.998;71
1791,2569;2011;4;4;0;1;2;21.32;25;88;8.9981;5
1792,2570;2012;1;2;0;1;3;17.22;21.21;88;6.0032;5
1793,2571;2011;12;4;0;1;2;22.14;25.76;68;0;176
1794,2572;2011;6;2;0;1;1;27.06;30.305;78;6.0032;104
1795,2573;2011;2;1;0;1;1;11.48;11.365;41;46.0022;3
1796,2574;2012;2;2;0;0;2;22.14;25.76;88;0;41
1797,2576;2011;2;1;0;1;1;8.2;12.88;80;0;3
1798,2577;2011;0;3;0;1;1;26.24;30.305;69;8.9981;37
1799,2578;2012;18;3;0;1;2;31.16;35.605;62;8.9981;643
1800,2581;2012;1;2;0;1;1;27.06;31.06;74;11.0014;24
1801,2584;2012;3;3;0;0;1;32.8;38.635;59;7.0015;35
1802,2585;2012;19;4;0;0;1;13.94;17.425;53;6.0032;253
1803,2586;2011;16;2;0;1;1;24.6;31.06;35;0;213
1804,2587;2012;1;1;0;1;1;9.02;12.88;75;6.0032;6
1805,2588;2012;21;2;0;0;2;26.24;31.06;53;12.998;169
1806,2589;2012;3;2;0;0;2;22.14;25.76;83;12.998;28
1807,2590;2012;23;1;0;1;2;8.2;11.365;44;7.0015;32
1808,2591;2012;10;4;0;1;1;18.86;22.725;82;12.998;156
1809,2594;2011;11;3;0;1;2;30.34;34.09;58;7.0015;122
1810,2595;2012;8;1;0;1;1;9.84;10.605;52;23.9994;419
1811,2596;2011;18;1;0;1;2;18.86;22.725;59;11.0014;310
1812,2597;2011;14;3;0;1;1;33.62;39.395;56;22.0028;138
1813,2598;2011;7;4;0;0;1;10.66;12.12;60;19.0012;34
1814,2604;2011;7;4;0;1;2;20.5;24.24;55;11.0014;309
1815,2605;2011;13;1;0;0;1;8.2;8.335;34;30.0026;75
1816,2606;2012;11;1;0;1;1;12.3;16.665;49;0;84
1817,2609;2012;22;2;0;1;3;24.6;27.275;88;8.9981;23
1818,2610;2011;20;2;0;1;1;30.34;34.09;56;8.9981;346
1819,2611;2012;1;4;0;1;1;16.4;20.455;82;8.9981;13
1820,2612;2012;1;4;0;0;1;12.3;14.395;70;12.998;95
1821,2613;2012;12;1;0;1;1;18.04;21.97;38;26.0027;215
1822,2615;2011;1;4;0;1;3;22.96;26.515;83;8.9981;10
1823,2618;2011;8;4;0;1;2;14.76;18.18;71;7.0015;372
1824,2619;2012;10;2;0;1;1;14.76;16.665;40;22.0028;238
1825,2620;2012;2;3;0;1;1;27.06;30.305;83;6.0032;11
1826,2621;2011;5;2;0;0;1;14.76;17.425;71;11.0014;3
1827,2623;2011;1;4;0;0;1;10.66;15.15;81;0;115
1828,2624;2011;14;1;0;0;3;9.02;13.635;100;0;55
1829,2627;2011;9;3;0;0;1;30.34;33.335;51;6.0032;179
1830,2628;2011;21;4;0;1;1;14.76;18.94;81;0;127
1831,2630;2011;16;1;0;1;1;15.58;19.695;58;26.0027;104
1832,2631;2012;3;3;0;0;2;27.06;29.545;89;15.0013;43
1833,2632;2012;14;2;0;0;2;24.6;30.305;64;7.0015;518
1834,2633;2011;8;1;0;0;1;16.4;20.455;50;19.9995;34
1835,2634;2011;3;3;0;0;3;27.88;31.82;65;6.0032;33
1836,2635;2011;21;2;0;1;1;19.68;23.485;67;8.9981;152
1837,2636;2011;22;3;0;1;1;30.34;34.09;62;11.0014;182
1838,2638;2011;14;4;0;1;3;18.04;21.97;100;12.998;25
1839,2641;2011;23;2;0;0;1;26.24;29.545;78;12.998;107
1840,2642;2011;7;2;0;1;1;18.86;22.725;63;0;168
1841,2643;2012;6;2;0;1;1;25.42;28.79;83;7.0015;144
1842,2644;2012;2;2;0;1;1;18.86;22.725;33;30.0026;18
1843,2647;2012;6;3;0;1;1;18.86;22.725;77;7.0015;211
1844,2648;2011;18;1;0;0;2;19.68;23.485;59;22.0028;152
1845,2651;2012;15;3;0;0;2;26.24;30.305;65;0;276
1846,2652;2011;17;4;0;1;2;16.4;20.455;76;11.0014;495
1847,2653;2011;11;4;0;0;1;22.96;26.515;40;26.0027;374
1848,2654;2012;10;3;0;0;2;27.88;31.82;69;0;425
1849,2655;2012;18;1;0;1;3;13.94;16.665;87;12.998;98
1850,2658;2012;16;3;0;1;1;28.7;31.82;28;8.9981;536
1851,2659;2012;11;2;0;1;1;24.6;31.06;33;27.9993;239
1852,2660;2011;23;2;0;1;1;18.86;22.725;59;7.0015;47
1853,2662;2012;14;3;0;0;3;26.24;30.305;73;0;149
1854,2663;2011;19;3;0;1;1;30.34;34.85;70;15.0013;394
1855,2664;2011;7;1;0;0;1;9.84;12.12;65;11.0014;8
1856,2665;2011;11;4;0;1;2;13.94;15.15;42;19.9995;144
1857,2666;2011;17;4;0;1;3;16.4;20.455;100;22.0028;52
1858,2667;2012;14;2;0;1;3;18.04;21.97;72;7.0015;51
1859,2668;2012;21;1;0;0;1;12.3;14.395;39;15.0013;110
1860,2670;2011;3;1;0;1;3;9.02;11.365;93;8.9981;1
1861,2671;2012;6;2;0;1;1;24.6;28.03;83;15.0013;194
1862,2672;2011;19;1;0;0;1;7.38;9.85;47;8.9981;61
1863,2674;2011;20;2;0;0;2;18.86;22.725;82;0;121
1864,2677;2011;21;2;0;0;2;17.22;21.21;44;15.0013;45
1865,2678;2012;4;2;0;1;1;17.22;21.21;50;12.998;9
1866,2681;2011;13;3;0;1;1;35.26;39.395;41;0;155
1867,2683;2011;18;3;0;0;1;33.62;35.605;30;19.0012;383
1868,2686;2011;6;2;0;1;1;18.86;22.725;82;8.9981;99
1869,2687;2012;4;4;0;0;2;13.94;18.18;87;0;11
1870,2689;2012;23;1;0;1;2;12.3;16.665;52;0;84
1871,2694;2012;13;2;0;0;1;25.42;31.06;41;16.9979;679
1872,2695;2011;19;2;0;1;1;33.62;40.15;59;8.9981;384
1873,2697;2012;22;4;1;0;3;16.4;20.455;76;16.9979;107
1874,2699;2012;20;4;0;1;3;22.14;25.76;68;0;262
1875,2701;2011;5;4;0;1;2;13.12;15.15;70;19.0012;24
1876,2702;2011;19;3;0;1;2;26.24;28.79;89;0;226
1877,2703;2011;8;2;0;1;1;23.78;27.275;49;30.0026;476
1878,2705;2012;16;4;0;1;1;15.58;19.695;40;22.0028;421
1879,2706;2012;1;4;0;1;1;15.58;19.695;76;0;17
1880,2707;2011;17;1;0;1;1;9.84;11.365;38;12.998;190
1881,2709;2012;3;4;0;1;2;16.4;20.455;87;8.9981;4
1882,2710;2011;6;3;0;0;2;26.24;28.79;83;12.998;38
1883,2715;2012;21;3;0;1;1;28.7;33.335;74;11.0014;301
1884,2716;2012;3;1;0;1;1;4.92;7.575;54;7.0015;1
1885,2717;2012;17;3;0;0;2;33.62;38.635;52;0;463
1886,2722;2011;3;1;0;1;2;7.38;8.335;74;16.9979;1
1887,2725;2011;20;1;0;1;1;14.76;15.91;46;31.0009;70
1888,2726;2012;5;2;0;1;1;13.94;16.665;71;8.9981;24
1889,2727;2012;19;2;0;1;1;20.5;24.24;27;16.9979;494
1890,2728;2011;7;4;0;1;3;18.86;22.725;94;0;137
1891,2731;2011;12;3;0;1;1;31.98;34.09;31;16.9979;214
1892,2734;2012;11;2;0;0;1;31.16;33.335;35;0;569
1893,2735;2012;12;1;0;0;1;16.4;20.455;62;19.0012;201
1894,2736;2011;21;1;0;1;1;12.3;14.395;49;12.998;75
1895,2737;2012;0;3;0;1;2;27.88;31.82;61;0;56
1896,2738;2012;23;1;0;1;1;11.48;15.91;41;0;36
1897,2739;2011;1;2;0;1;3;22.96;26.515;88;0;13
1898,2740;2011;18;2;0;0;1;28.7;33.335;74;11.0014;256
1899,2743;2012;8;2;0;1;1;24.6;31.06;49;15.0013;665
1900,2745;2011;22;1;0;1;1;11.48;15.15;81;6.0032;37
1901,2746;2012;17;3;0;1;1;35.26;37.88;36;16.9979;810
1902,2747;2011;19;2;1;0;1;17.22;21.21;77;26.0027;209
1903,2748;2011;8;3;0;0;1;26.24;30.305;69;11.0014;89
1904,2752;2012;17;3;0;0;1;32.8;34.85;33;0;505
1905,2753;2012;7;4;0;0;1;10.66;13.635;65;7.0015;50
1906,2754;2011;3;4;0;0;1;9.02;10.605;55;15.0013;18
1907,2755;2012;18;4;0;1;3;22.14;25.76;77;8.9981;592
1908,2756;2011;1;2;0;0;2;21.32;25;55;0;64
1909,2757;2011;20;2;0;0;1;21.32;25;36;12.998;141
1910,2758;2012;3;4;0;1;2;18.86;22.725;88;0;6
1911,2759;2011;15;2;0;1;2;19.68;23.485;77;35.0008;78
1912,2760;2011;2;3;0;0;1;27.06;30.305;78;15.0013;53
1913,2761;2012;14;4;0;0;1;18.04;21.97;62;16.9979;473
1914,2762;2011;22;1;0;1;3;6.56;9.09;93;7.0015;29
1915,2763;2012;14;1;1;0;1;9.84;10.605;44;26.0027;181
1916,2764;2012;23;2;0;1;3;24.6;27.275;88;8.9981;73
1917,2765;2011;20;4;0;1;3;22.14;25.76;94;7.0015;90
1918,2766;2012;6;3;0;1;1;26.24;29.545;78;8.9981;185
1919,2768;2011;4;1;0;1;1;8.2;7.575;80;35.0008;1
1920,2769;2011;22;2;0;0;2;14.76;17.425;93;8.9981;87
1921,2770;2011;3;4;0;1;2;14.76;17.425;81;8.9981;6
1922,2771;2012;1;4;0;1;2;18.04;21.97;94;8.9981;15
1923,2772;2011;14;3;0;1;1;31.16;34.09;45;27.9993;182
1924,2773;2012;11;2;0;1;2;22.96;26.515;83;15.0013;79
1925,2774;2011;18;1;0;1;2;9.02;11.365;80;11.0014;133
1926,2776;2012;18;1;0;0;1;22.14;25.76;45;8.9981;297
1927,2777;2011;22;1;0;0;1;4.92;5.305;36;26.0027;34
1928,2778;2011;10;4;0;1;2;18.04;21.97;88;15.0013;117
1929,2779;2012;16;1;0;1;1;14.76;17.425;23;12.998;211
1930,2780;2012;20;2;0;1;1;18.86;22.725;24;19.0012;252
1931,2781;2011;15;3;0;1;2;24.6;29.545;69;27.9993;135
1932,2783;2011;13;2;0;0;3;21.32;25;100;6.0032;248
1933,2784;2011;4;2;0;1;1;20.5;24.24;63;19.0012;4
1934,2788;2012;6;1;0;1;1;18.04;21.97;72;6.0032;117
1935,2789;2012;15;1;0;1;1;28.7;31.82;39;15.0013;264
1936,2790;2012;13;1;0;1;1;27.06;31.06;27;15.0013;254
1937,2791;2012;18;4;0;0;2;18.04;21.97;72;7.0015;203
1938,2792;2012;12;4;0;1;1;17.22;21.21;41;23.9994;292
1939,2793;2012;16;3;0;0;1;33.62;37.88;46;16.9979;421
1940,2797;2011;6;4;0;1;1;9.02;10.605;55;19.0012;71
1941,2798;2012;1;2;0;1;1;18.86;22.725;51;8.9981;46
1942,2800;2011;19;4;1;0;2;23.78;27.275;78;6.0032;336
1943,2803;2011;6;4;0;1;1;9.02;12.88;44;6.0032;71
1944,2806;2012;11;4;0;1;1;16.4;20.455;47;19.9995;251
1945,2807;2012;8;3;0;1;1;28.7;33.335;84;11.0014;632
1946,2811;2011;3;2;0;1;2;22.14;25.76;73;22.0028;4
1947,2814;2012;12;2;0;1;1;22.14;25.76;49;0;264
1948,2815;2011;12;4;0;0;2;11.48;12.88;45;19.0012;244
1949,2816;2011;21;1;0;0;1;10.66;11.365;44;22.0028;31
1950,2817;2011;16;3;0;0;3;30.34;35.605;79;11.0014;343
1951,2818;2012;0;2;0;1;2;19.68;23.485;82;15.0013;90
1952,2819;2011;17;2;0;1;3;18.04;21.97;77;15.0013;291
1953,2820;2012;17;1;0;0;1;7.38;7.575;37;27.9993;87
1954,2821;2012;6;1;0;1;1;13.94;14.395;36;35.0008;88
1955,2822;2011;15;3;0;1;1;32.8;34.85;29;11.0014;249
1956,2823;2012;19;2;0;1;2;26.24;30.305;69;19.0012;458
1957,2826;2012;16;4;0;1;1;20.5;24.24;36;8.9981;481
1958,2827;2011;15;3;0;0;3;27.88;31.82;79;23.9994;358
1959,2828;2012;23;2;0;0;2;25.42;31.06;57;15.0013;74
1960,2829;2011;21;1;0;1;1;13.12;14.395;49;27.9993;59
1961,2830;2012;13;1;0;0;1;9.02;10.605;44;19.0012;220
1962,2831;2011;7;3;0;0;2;26.24;28.79;89;12.998;25
1963,2832;2011;21;1;0;1;2;12.3;14.395;52;16.9979;53
1964,2833;2012;2;3;0;1;1;28.7;33.335;84;0;6
1965,2834;2012;8;3;0;1;1;32.8;35.605;41;11.0014;585
1966,2835;2011;12;2;0;1;2;18.86;22.725;55;0;153
1967,2837;2011;3;1;0;1;1;9.02;10.605;69;19.0012;4
1968,2838;2012;4;1;0;1;1;8.2;11.365;55;6.0032;1
1969,2839;2011;5;4;0;1;2;10.66;15.15;81;0;26
1970,2840;2011;8;2;0;1;2;19.68;23.485;77;15.0013;371
1971,2841;2011;17;3;0;0;2;29.52;34.85;74;16.9979;269
1972,2844;2011;16;3;0;0;1;30.34;34.09;55;12.998;431
1973,2847;2012;23;1;0;1;1;19.68;23.485;72;12.998;97
1974,2848;2012;2;4;0;1;2;22.14;25.76;77;7.0015;2
1975,2849;2012;10;3;0;1;2;29.52;34.09;62;12.998;233
1976,2851;2012;0;4;0;0;1;22.96;26.515;83;11.0014;191
1977,2852;2012;7;4;0;1;1;11.48;12.88;36;26.0027;423
1978,2853;2012;10;2;0;0;1;23.78;27.275;53;15.0013;421
1979,2854;2011;18;3;0;0;2;29.52;34.85;79;30.0026;211
1980,2855;2012;9;3;1;0;2;28.7;33.335;84;8.9981;229
1981,2856;2012;21;3;0;0;1;34.44;37.12;39;8.9981;258
1982,2857;2012;20;1;0;1;1;9.02;10.605;37;16.9979;165
1983,2859;2012;13;2;0;0;1;26.24;31.06;36;12.998;659
1984,2862;2012;20;2;0;1;1;18.04;21.97;41;12.998;312
1985,2864;2011;11;3;0;1;1;31.16;33.335;29;0;156
1986,2865;2012;9;3;0;0;2;31.16;35.605;58;12.998;237
1987,2866;2011;3;2;0;0;2;27.06;30.305;78;8.9981;30
1988,2869;2011;5;2;0;1;3;18.86;22.725;94;19.9995;5
1989,2871;2011;1;2;0;1;1;22.14;25.76;64;19.0012;14
1990,2872;2012;16;2;0;1;1;26.24;31.06;41;8.9981;452
1991,2873;2011;13;3;0;0;2;30.34;35.605;74;22.0028;153
1992,2875;2012;14;2;0;1;2;27.06;31.06;74;19.0012;242
1993,2876;2012;7;3;0;1;1;30.34;33.335;51;7.0015;398
1994,2877;2011;20;4;0;1;1;22.14;25.76;49;0;197
1995,2883;2012;16;2;0;1;1;25.42;30.305;25;22.0028;525
1996,2884;2011;19;3;0;0;1;28.7;33.335;74;8.9981;295
1997,2887;2012;7;3;0;0;1;30.34;34.85;70;0;50
1998,2888;2011;19;4;0;1;1;24.6;31.06;53;19.9995;302
1999,2889;2012;17;3;0;1;1;31.16;36.365;70;23.9994;856
2000,2890;2012;8;2;0;1;1;18.86;22.725;44;16.9979;620
2001,2891;2012;19;4;0;1;1;12.3;15.15;45;11.0014;348
2002,2892;2012;22;2;0;1;1;23.78;27.275;78;15.0013;83
2003,2894;2011;7;2;0;1;2;28.7;33.335;79;11.0014;284
2004,2896;2012;7;1;1;0;1;9.84;10.605;32;26.0027;16
2005,2897;2012;5;2;0;0;1;20.5;24.24;68;0;12
2006,2898;2011;13;1;0;1;1;7.38;8.335;40;16.9979;69
2007,2899;2011;8;3;0;0;1;27.88;31.82;65;15.0013;118
2008,2901;2011;22;4;0;0;2;21.32;25;94;0;152
2009,2902;2012;23;2;0;1;3;22.96;26.515;88;7.0015;71
2010,2903;2012;16;4;0;1;1;15.58;19.695;40;19.9995;310
2011,2905;2012;21;2;0;0;1;29.52;34.09;62;11.0014;253
2012,2907;2011;13;2;0;1;2;18.86;22.725;59;30.0026;143
2013,2910;2012;18;3;0;0;1;30.34;35.605;74;0;500
2014,2911;2011;17;4;0;0;1;18.04;21.97;62;11.0014;256
2015,2913;2011;12;4;0;1;2;16.4;20.455;76;7.0015;154
2016,2914;2012;17;2;0;1;2;17.22;21.21;77;12.998;488
2017,2915;2011;17;2;0;1;1;21.32;25;52;19.0012;343
2018,2916;2012;7;1;0;0;1;10.66;12.88;93;11.0014;7
2019,2918;2011;22;2;0;1;3;20.5;24.24;82;19.9995;79
2020,2920;2012;23;3;0;0;1;29.52;34.85;79;8.9981;91
2021,2923;2012;11;3;0;1;1;25.42;31.06;43;19.9995;236
2022,2924;2012;14;4;0;0;2;15.58;19.695;76;8.9981;310
2023,2925;2012;12;1;0;0;2;10.66;12.88;65;12.998;248
2024,2927;2011;7;1;0;1;1;4.92;7.575;54;8.9981;72
2025,2928;2011;13;3;0;1;1;31.98;35.605;52;16.9979;204
2026,2931;2012;19;2;0;1;1;23.78;27.275;46;16.9979;513
2027,2932;2011;5;3;0;1;1;24.6;29.545;73;8.9981;23
2028,2933;2011;11;1;0;0;1;6.56;6.06;40;35.0008;49
2029,2935;2011;6;3;0;1;2;24.6;29.545;73;7.0015;120
2030,2936;2011;0;3;1;0;2;28.7;33.335;74;15.0013;97
2031,2937;2012;0;1;0;1;2;9.84;12.12;87;11.0014;26
2032,2938;2012;1;2;0;0;1;18.04;21.97;24;15.0013;64
2033,2939;2012;23;4;0;1;1;12.3;13.635;49;26.0027;74
2034,2940;2012;5;1;0;0;1;9.84;12.88;81;6.0032;4
2035,2941;2012;15;3;0;1;1;35.26;40.15;47;16.9979;237
2036,2942;2012;13;3;0;1;1;32.8;36.365;46;6.0032;286
2037,2943;2012;22;1;1;0;2;12.3;13.635;49;23.9994;43
2038,2945;2011;22;3;0;1;1;27.06;31.06;57;15.0013;223
2039,2946;2012;16;2;0;1;1;27.88;31.82;57;11.0014;370
2040,2947;2012;21;3;0;0;1;32.8;38.635;59;16.9979;289
2041,2948;2012;4;3;0;1;1;20.5;24.24;77;0;11
2042,2949;2011;5;3;0;0;1;26.24;28.79;89;6.0032;6
2043,2950;2012;10;4;0;1;2;14.76;16.665;66;16.9979;139
2044,2951;2011;22;4;0;1;1;16.4;20.455;87;0;114
2045,2952;2012;1;3;0;1;1;30.34;33.335;51;19.0012;30
2046,2954;2012;4;4;0;0;2;14.76;18.94;93;0;12
2047,2955;2012;5;3;0;1;1;20.5;24.24;72;16.9979;40
2048,2956;2012;23;4;0;1;1;23.78;27.275;78;15.0013;171
2049,2957;2011;19;2;0;1;3;22.96;26.515;88;8.9981;331
2050,2959;2012;22;1;0;1;2;13.12;17.425;81;0;111
2051,2962;2012;6;3;0;1;2;28.7;33.335;84;6.0032;200
2052,2963;2011;6;4;0;0;1;10.66;12.12;60;16.9979;23
2053,2964;2011;13;2;0;1;2;18.04;21.97;77;12.998;61
2054,2965;2011;17;3;0;0;1;31.16;35.605;62;8.9981;329
2055,2966;2012;13;1;0;0;1;8.2;9.09;34;19.0012;224
2056,2969;2011;17;4;0;1;1;22.96;26.515;52;8.9981;568
2057,2971;2012;17;2;0;0;1;26.24;31.06;57;15.0013;593
2058,2975;2011;22;3;0;1;1;27.06;31.06;69;16.9979;98
2059,2976;2011;22;4;0;1;2;22.96;26.515;83;12.998;147
2060,2977;2012;18;3;0;1;1;31.16;37.12;75;12.998;839
2061,2978;2012;21;4;0;1;1;14.76;16.665;37;26.0027;233
2062,2979;2011;12;2;0;1;1;36.08;40.91;42;8.9981;149
2063,2980;2011;14;3;0;1;1;35.26;39.395;44;19.0012;148
2064,2982;2011;16;2;0;0;2;18.86;22.725;31;12.998;303
2065,2983;2012;23;2;0;1;1;22.96;26.515;52;8.9981;177
2066,2984;2012;14;3;0;0;1;39.36;45.455;36;11.0014;312
2067,2985;2012;10;2;0;1;2;21.32;25;77;12.998;190
2068,2988;2012;8;1;0;1;2;7.38;9.85;93;11.0014;471
2069,2990;2012;13;1;0;0;1;6.56;6.06;40;30.0026;138
2070,2992;2012;15;1;0;0;2;12.3;13.635;61;19.9995;124
2071,2993;2012;18;2;0;1;2;26.24;30.305;69;19.0012;710
2072,2994;2012;6;4;0;1;1;21.32;25;83;0;137
2073,2995;2011;14;2;0;0;1;33.62;39.395;56;16.9979;315
2074,2996;2011;19;1;0;1;1;12.3;14.395;33;15.0013;145
2075,2997;2012;18;3;0;1;2;24.6;27.275;88;11.0014;281
2076,2999;2011;1;3;0;1;1;27.06;29.545;89;12.998;16
2077,3002;2011;15;2;0;1;2;18.04;21.97;72;19.0012;81
2078,3003;2011;18;1;0;1;1;8.2;9.09;40;22.0028;144
2079,3004;2012;18;1;1;0;1;10.66;12.12;33;16.9979;126
2080,3006;2011;3;4;0;1;1;13.12;17.425;87;0;2
2081,3007;2011;23;4;0;1;1;9.84;12.88;70;7.0015;61
2082,3010;2012;21;2;0;1;1;25.42;29.545;78;8.9981;299
2083,3013;2012;23;3;0;1;1;22.14;25.76;52;0;93
2084,3019;2012;19;2;0;1;1;18.86;22.725;31;19.9995;433
2085,3020;2012;4;4;0;1;1;14.76;18.94;93;0;5
2086,3022;2011;5;1;0;1;2;6.56;9.09;74;8.9981;7
2087,3023;2012;3;4;0;0;1;11.48;14.395;61;7.0015;11
2088,3025;2012;12;2;0;0;1;23.78;27.275;35;16.9979;678
2089,3027;2011;17;3;0;1;1;29.52;33.335;51;11.0014;590
2090,3028;2011;2;1;0;0;1;18.04;21.97;13;26.0027;17
2091,3029;2012;16;3;0;0;1;36.9;40.91;39;19.9995;450
2092,3031;2012;0;1;0;1;1;11.48;12.88;65;19.0012;15
2093,3032;2011;22;3;0;1;1;27.88;31.82;74;12.998;174
2094,3033;2012;19;2;0;1;1;27.06;31.06;69;11.0014;512
2095,3035;2012;3;4;0;1;2;15.58;19.695;94;7.0015;4
2096,3036;2011;0;2;0;1;1;16.4;20.455;50;15.0013;6
2097,3039;2011;11;2;0;0;1;18.86;22.725;41;27.9993;304
2098,3040;2011;5;2;0;0;2;14.76;18.18;93;6.0032;4
2099,3042;2012;15;1;0;1;2;17.22;21.21;50;19.9995;78
2100,3043;2012;5;3;0;0;1;27.88;31.82;79;0;22
2101,3044;2012;3;4;0;1;2;24.6;25.76;94;0;7
2102,3045;2011;15;1;0;1;1;15.58;19.695;76;22.0028;76
2103,3046;2012;2;1;0;0;1;13.12;17.425;76;0;75
2104,3048;2011;11;2;0;1;1;33.62;37.88;46;0;153
2105,3049;2011;22;4;0;1;1;13.94;15.15;46;22.0028;115
2106,3051;2012;1;2;0;0;1;26.24;31.06;53;6.0032;123
2107,3053;2012;9;1;0;1;2;10.66;14.395;56;6.0032;262
2108,3054;2012;17;4;0;0;1;18.86;22.725;38;11.0014;528
2109,3055;2011;20;2;0;1;1;20.5;24.24;51;12.998;169
2110,3056;2012;4;4;0;0;1;10.66;13.635;87;7.0015;6
2111,3057;2011;2;4;0;1;2;18.86;22.725;87;12.998;3
2112,3058;2012;17;1;0;0;2;12.3;14.395;49;16.9979;157
2113,3059;2012;5;4;0;1;1;17.22;21.21;67;16.9979;52
2114,3061;2012;7;3;0;1;2;28.7;33.335;79;16.9979;500
2115,3062;2012;13;2;0;1;3;18.86;22.725;59;0;64
2116,3063;2012;16;3;0;0;1;41;43.18;19;11.0014;294
2117,3064;2012;14;3;0;0;1;32.8;37.12;49;19.9995;538
2118,3065;2012;1;4;0;0;1;12.3;15.91;81;6.0032;76
2119,3066;2011;18;3;0;1;1;35.26;41.665;53;26.0027;472
2120,3067;2012;23;4;0;0;1;14.76;18.18;71;7.0015;146
2121,3068;2011;16;3;0;1;1;31.16;36.365;70;16.9979;275
2122,3069;2012;10;3;0;1;3;27.06;29.545;94;8.9981;49
2123,3070;2012;19;2;0;0;1;26.24;31.06;53;11.0014;390
2124,3071;2011;22;4;0;1;1;14.76;17.425;71;8.9981;106
2125,3073;2011;23;4;0;1;2;18.86;22.725;94;7.0015;80
2126,3074;2011;20;1;0;1;1;12.3;15.91;61;6.0032;88
2127,3075;2011;1;1;0;1;2;7.38;9.09;64;12.998;4
2128,3078;2012;21;4;0;0;1;22.96;26.515;73;30.0026;196
2129,3079;2011;3;1;0;1;1;14.76;17.425;71;12.998;5
2130,3080;2012;17;1;0;1;1;18.86;22.725;63;30.0026;462
2131,3081;2011;21;3;0;1;2;27.06;31.06;65;15.0013;213
2132,3082;2012;18;3;0;0;1;25.42;31.06;50;11.0014;481
2133,3083;2012;13;3;0;1;1;32.8;37.12;49;15.0013;289
2134,3084;2011;20;1;0;1;3;14.76;16.665;0;22.0028;38
2135,3085;2011;6;1;0;1;1;8.2;9.85;55;15.0013;33
2136,3087;2011;0;1;0;0;1;19.68;23.485;12;32.9975;29
2137,3088;2012;11;1;0;1;2;10.66;12.88;65;15.0013;102
2138,3090;2012;8;3;0;1;1;27.88;12.12;65;8.9981;668
2139,3091;2012;7;2;0;1;1;21.32;25;72;19.0012;463
2140,3092;2012;14;1;0;0;1;16.4;20.455;40;12.998;328
2141,3094;2012;0;2;0;1;1;22.14;25.76;68;27.9993;34
2142,3096;2012;22;2;0;1;1;24.6;31.06;46;11.0014;228
2143,3099;2012;4;3;0;0;1;31.98;37.88;66;7.0015;13
2144,3100;2012;19;3;0;1;2;34.44;37.12;36;8.9981;497
2145,3101;2012;8;3;0;1;1;31.16;35.605;58;16.9979;657
2146,3102;2012;14;4;0;1;1;12.3;15.91;42;6.0032;212
2147,3103;2011;8;2;0;1;3;13.94;16.665;87;11.0014;221
2148,3104;2012;21;1;0;1;2;22.14;25.76;56;15.0013;205
2149,3105;2011;12;4;0;1;1;22.96;26.515;49;6.0032;226
2150,3106;2011;19;4;0;1;2;25.42;28.79;83;11.0014;205
2151,3108;2012;4;3;0;1;2;29.52;33.335;54;19.9995;12
2152,3109;2011;22;1;0;1;1;13.12;16.665;49;7.0015;47
2153,3110;2012;12;4;0;0;2;17.22;21.21;71;0;392
2154,3111;2011;23;2;0;1;1;19.68;23.485;94;0;72
2155,3112;2011;13;3;0;1;3;24.6;27.275;88;0;11
2156,3114;2012;3;4;0;0;1;12.3;16.665;81;0;20
2157,3115;2011;8;2;0;1;2;21.32;25;94;19.9995;347
2158,3117;2012;0;4;0;1;1;14.76;18.18;57;6.0032;60
2159,3118;2011;14;3;0;1;1;30.34;32.575;35;19.0012;178
2160,3120;2011;11;1;0;1;3;16.4;20.455;0;16.9979;11
2161,3121;2012;23;2;0;0;2;22.96;26.515;83;19.0012;149
2162,3122;2011;14;2;0;1;2;25.42;31.06;33;0;176
2163,3123;2012;14;4;0;0;2;18.04;21.97;67;0;314
2164,3124;2012;22;4;0;1;1;10.66;11.365;56;22.0028;135
2165,3125;2011;10;2;0;1;3;13.94;15.15;81;26.0027;28
2166,3126;2011;15;1;0;1;2;15.58;19.695;43;19.0012;90
2167,3127;2012;19;3;0;1;1;30.34;34.85;66;16.9979;652
2168,3129;2012;5;2;0;0;1;20.5;24.24;68;11.0014;10
2169,3130;2012;5;1;0;1;2;16.4;20.455;87;15.0013;32
2170,3134;2011;17;3;0;1;3;32.8;36.365;46;19.9995;409
